,Purchases,Sales,Mid-rate,Spread,Dep(+)/App(-),,,,
,Weighted Avg.,Weighted  Avg.,(UgShs/US$),(UgShs),(UgShs),,,,
Month,(UgShs/US$),(UgShs/US$),,,,,,,
,,,,,,,,,
,,,,,,,,,
6-Dec-06," 1,795.24 "," 1,805.46 ","1,800.35",10.22,-2.60,,,,
7-Dec-06," 1,794.49 "," 1,803.02 ","1,798.76",8.53,-1.59,,,,
8-Dec-06," 1,794.31 "," 1,802.98 ","1,798.65",8.67,-0.11,,,,
11-Dec-06," 1,793.42 "," 1,802.50 ","1,797.96",9.08,-0.68,,,,
12-Dec-06," 1,790.09 "," 1,800.24 ","1,795.17",10.15,-2.80,,,,
13-Dec-06," 1,788.12 "," 1,797.93 ","1,793.03",9.81,-2.14,,,,
14-Dec-06," 1,785.49 "," 1,795.01 ","1,790.25",9.52,-2.78,,,,
15-Dec-06," 1,779.19 "," 1,787.96 ","1,783.58",8.77,-6.67,,,,
18-Dec-06," 1,758.97 "," 1,773.05 ","1,766.01",14.08,-17.57,,,,
19-Dec-06," 1,744.74 "," 1,758.87 ","1,751.81",14.13,-14.21,,,,
20-Dec-06," 1,739.03 "," 1,752.96 ","1,746.00",13.93,-5.81,,,,
21-Dec-06," 1,733.55 "," 1,746.50 ","1,740.03",12.95,-5.97,,,,
22-Dec-06," 1,732.00 "," 1,743.33 ","1,737.67",11.33,-2.36,,,,
27-Dec-06," 1,731.36 "," 1,741.16 ","1,736.26",9.80,-1.40,,,,
28-Dec-06," 1,734.00 "," 1,745.19 ","1,739.60",11.19,3.34,,,,
29-Dec-06," 1,736.20 "," 1,746.68 ","1,741.44",10.48,1.85,,,,
2-Jan-07," 1,742.43 "," 1,757.49 ","1,749.96",15.06,8.52,,,,
3-Jan-07," 1,748.00 "," 1,761.91 ","1,754.96",13.91,4.99,,,,
4-Jan-07," 1,751.73 "," 1,764.74 ","1,758.24",13.01,3.28,,,,
5-Jan-07," 1,768.31 "," 1,779.64 ","1,773.98",11.33,15.74,,,,
8-Jan-07," 1,788.91 "," 1,802.90 ","1,795.91",13.99,21.93,,,,
9-Jan-07," 1,800.89 "," 1,811.70 ","1,806.30",10.81,10.39,,,,
10-Jan-07," 1,803.15 "," 1,814.56 ","1,808.86",11.41,2.56,,,,
11-Jan-07," 1,813.05 "," 1,824.72 ","1,818.89",11.67,10.03,,,,
12-Jan-07," 1,806.78 "," 1,820.02 ","1,813.40",13.24,-5.48,,,,
15-Jan-07," 1,812.20 "," 1,823.64 ","1,817.92",11.44,4.52,,,,
16-Jan-07," 1,825.08 "," 1,835.76 ","1,830.42",10.68,12.50,,,,
17-Jan-07," 1,824.54 "," 1,836.53 ","1,830.54",11.99,0.11,,,,
18-Jan-07," 1,813.98 "," 1,828.58 ","1,821.28",14.60,-9.25,,,,
19-Jan-07," 1,804.17 "," 1,818.00 ","1,811.09",13.83,-10.20,,,,
22-Jan-07," 1,794.21 "," 1,811.42 ","1,802.82",17.21,-8.27,,,,
23-Jan-07," 1,761.36 "," 1,797.88 ","1,779.62",36.52,-23.20,,,,
24-Jan-07," 1,762.59 "," 1,794.16 ","1,778.38",31.57,-1.24,,,,
25-Jan-07," 1,758.28 "," 1,790.00 ","1,774.14",31.72,-4.24,,,,
29-Jan-07," 1,767.68 "," 1,788.50 ","1,778.09",20.82,3.95,,,,
30-Jan-07," 1,763.42 "," 1,783.74 ","1,773.58",20.32,-4.51,,,,
31-Jan-07," 1,747.76 "," 1,771.30 ","1,759.53",23.54,-14.05,,,,
1-Feb-07," 1,748.15 "," 1,766.80 ","1,757.48",18.65,-2.06,,,,
2-Feb-07," 1,744.92 "," 1,760.27 ","1,752.60",15.35,-4.88,,,,
5-Feb-07," 1,746.22 "," 1,759.59 ","1,752.91",13.37,0.31,,,,
6-Feb-07," 1,752.33 "," 1,765.17 ","1,758.75",12.84,5.85,,,,
7-Feb-07," 1,754.60 "," 1,767.00 ","1,760.80",12.40,2.05,,,,
8-Feb-07," 1,749.57 "," 1,762.38 ","1,755.98",12.81,-4.83,,,,
9-Feb-07," 1,745.07 "," 1,758.51 ","1,751.79",13.44,-4.18,,,,
12-Feb-07," 1,747.20 "," 1,759.71 ","1,753.46",12.51,1.66,,,,
13-Feb-07," 1,749.42 "," 1,760.73 ","1,755.08",11.31,1.62,,,,
14-Feb-07," 1,749.16 "," 1,759.64 ","1,754.40",10.48,-0.67,,,,
15-Feb-07," 1,733.30 "," 1,754.19 ","1,743.75",20.89,-10.66,,,,
16-Feb-07," 1,740.05 "," 1,753.83 ","1,746.94",13.78,3.20,,,,
19-Feb-07," 1,744.16 "," 1,755.87 ","1,750.02",11.71,3.07,,,,
20-Feb-07," 1,751.01 "," 1,760.98 ","1,756.00",9.97,5.98,,,,
21-Feb-07," 1,750.42 "," 1,761.05 ","1,755.74",10.63,-0.26,,,,
22-Feb-07," 1,746.63 "," 1,758.04 ","1,752.34",11.41,-3.40,,,,
23-Feb-07," 1,745.97 "," 1,756.81 ","1,751.39",10.84,-0.95,,,,
26-Feb-07," 1,741.46 "," 1,753.19 ","1,747.33",11.73,-4.06,,,,
27-Feb-07," 1,735.46 "," 1,747.79 ","1,741.63",12.33,-5.70,,,,
28-Feb-07," 1,728.20 "," 1,742.46 ","1,735.33",14.26,-6.30,,,,
1-Mar-07," 1,733.12 "," 1,746.25 ","1,739.69",13.13,4.36,,,,
2-Mar-07," 1,740.26 "," 1,754.18 ","1,747.22",13.92,7.54,,,,
5-Mar-07," 1,744.75 "," 1,759.45 ","1,752.10",14.70,4.88,,,,
6-Mar-07," 1,764.42 "," 1,782.57 ","1,773.50",18.15,21.40,,,,
7-Mar-07," 1,763.02 "," 1,779.20 ","1,771.11",16.18,-2.38,,,,
9-Mar-07," 1,752.27 "," 1,766.88 ","1,759.58",14.61,-11.54,,,,
12-Mar-07," 1,753.13 "," 1,766.18 ","1,759.66",13.05,0.08,,,,
13-Mar-07," 1,754.77 "," 1,766.52 ","1,760.65",11.75,0.99,,,,
14-Mar-07," 1,752.07 "," 1,764.26 ","1,758.17",12.19,-2.48,,,,
15-Mar-07," 1,751.71 "," 1,763.93 ","1,757.82",12.22,-0.34,,,,
16-Mar-07," 1,755.29 "," 1,765.94 ","1,760.62",10.65,2.79,,,,
19-Mar-07," 1,753.00 "," 1,765.31 ","1,759.16",12.31,-1.46,,,,
20-Mar-07," 1,747.31 "," 1,761.34 ","1,754.33",14.03,-4.83,,,,
21-Mar-07," 1,741.17 "," 1,754.72 ","1,747.95",13.55,-6.38,,,,
22-Mar-07," 1,735.99 "," 1,750.47 ","1,743.23",14.48,-4.72,,,,
23-Mar-07," 1,732.66 "," 1,747.57 ","1,740.12",14.91,-3.12,,,,
26-Mar-07," 1,727.35 "," 1,743.29 ","1,735.32",15.94,-4.80,,,,
27-Mar-07," 1,722.82 "," 1,738.95 ","1,730.89",16.13,-4.43,,,,
28-Mar-07," 1,724.81 "," 1,737.12 ","1,730.97",12.31,0.08,,,,
29-Mar-07," 1,729.10 "," 1,742.14 ","1,735.62",13.04,4.65,,,,
30-Mar-07," 1,737.40 "," 1,755.72 ","1,746.56",18.32,10.94,,,,
2-Apr-07," 1,730.28 "," 1,744.05 ","1,737.17",13.77,-9.39,,,,
3-Apr-07," 1,728.58 "," 1,740.20 ","1,734.39",11.62,-2.78,,,,
4-Apr-07," 1,727.31 "," 1,739.24 ","1,733.28",11.93,-1.11,,,,
5-Apr-07," 1,728.22 "," 1,739.60 ","1,733.91",11.38,0.63,,,,
10-Apr-07," 1,729.93 "," 1,740.21 ","1,735.07",10.28,1.16,,,,
11-Apr-07," 1,727.98 "," 1,737.87 ","1,732.93",9.89,-2.15,,,,
12-Apr-07," 1,724.27 "," 1,735.50 ","1,729.89",11.23,-3.04,,,,
13-Apr-07," 1,722.55 "," 1,734.34 ","1,728.45",11.79,-1.44,,,,
16-Apr-07," 1,720.46 "," 1,732.02 ","1,726.24",11.56,-2.20,,,,
17-Apr-07," 1,719.47 "," 1,730.59 ","1,725.03",11.12,-1.21,,,,
18-Apr-07," 1,718.14 "," 1,728.91 ","1,723.53",10.77,-1.50,,,,
19-Apr-07," 1,716.40 "," 1,727.49 ","1,721.95",11.09,-1.58,,,,
20-Apr-07," 1,712.73 "," 1,723.39 ","1,718.06",10.66,-3.89,,,,
23-Apr-07," 1,713.69 "," 1,724.48 ","1,719.09",10.79,1.03,,,,
24-Apr-07," 1,721.10 "," 1,734.96 ","1,728.03",13.86,8.94,,,,
25-Apr-07," 1,727.13 "," 1,741.68 ","1,734.41",14.55,6.38,,,,
26-Apr-07," 1,724.60 "," 1,740.46 ","1,732.53",15.86,-1.88,,,,
27-Apr-07," 1,721.34 "," 1,735.23 ","1,728.29",13.89,-4.25,,,,
30-Apr-07," 1,719.93 "," 1,733.52 ","1,726.73",13.59,-1.56,,,,
2-May-07," 1,718.22 "," 1,730.84 ","1,724.53",12.62,-2.19,,,,
3-May-07," 1,709.58 "," 1,722.77 ","1,716.18",13.19,-8.36,,,,
4-May-07," 1,706.91 "," 1,719.47 ","1,713.19",12.56,-2.98,,,,
7-May-07," 1,701.30 "," 1,715.12 ","1,708.21",13.82,-4.98,,,,
8-May-07," 1,683.04 "," 1,700.24 ","1,691.64",17.20,-16.57,,,,
9-May-07," 1,678.74 "," 1,698.89 ","1,688.82",20.15,-2.82,,,,
10-May-07," 1,681.47 "," 1,703.09 ","1,692.28",21.62,3.46,,,,
11-May-07," 1,691.35 "," 1,707.64 ","1,699.50",16.29,7.21,,,,
14-May-07," 1,691.07 "," 1,706.82 ","1,698.95",15.75,-0.55,,,,
15-May-07," 1,690.37 "," 1,703.85 ","1,697.11",13.48,-1.84,,,,
16-May-07," 1,691.43 "," 1,705.80 ","1,698.62",14.37,1.51,,,,
17-May-07," 1,689.61 "," 1,701.04 ","1,695.33",11.43,-3.29,,,,
18-May-07," 1,680.75 "," 1,694.88 ","1,687.82",14.13,-7.51,,,,
21-May-07," 1,678.76 "," 1,691.04 ","1,684.90",12.28,-2.91,,,,
22-May-07," 1,663.23 "," 1,679.93 ","1,671.58",16.70,-13.32,,,,
23-May-07," 1,654.97 "," 1,674.43 ","1,664.70",19.46,-6.88,,,,
24-May-07," 1,658.38 "," 1,687.88 ","1,673.13",29.50,8.43,,,,
25-May-07," 1,698.12 "," 1,721.38 ","1,709.75",23.26,36.62,,,,
28-May-07," 1,691.30 "," 1,709.17 ","1,700.24",17.87,-9.51,,,,
29-May-07," 1,682.49 "," 1,698.42 ","1,690.46",15.93,-9.78,,,,
30-May-07," 1,685.61 "," 1,701.15 ","1,693.38",15.54,2.93,,,,
31-May-07," 1,684.99 "," 1,701.18 ","1,693.09",16.19,-0.30,,,,
1-Jun-07," 1,669.76 "," 1,689.47 ","1,679.62",19.71,-13.47,,,,
4-Jun-07," 1,679.33 "," 1,695.74 ","1,687.54",16.41,7.92,,,,
5-Jun-07," 1,680.01 "," 1,693.81 ","1,686.91",13.80,-0.63,,,,
6-Jun-07," 1,674.53 "," 1,690.59 ","1,682.56",16.06,-4.35,,,,
7-Jun-07," 1,665.36 "," 1,682.98 ","1,674.17",17.62,-8.39,,,,
8-Jun-07," 1,653.75 "," 1,674.17 ","1,663.96",20.42,-10.21,,,,
11-Jun-07," 1,651.64 "," 1,670.28 ","1,660.96",18.64,-3.00,,,,
12-Jun-07," 1,645.44 "," 1,664.14 ","1,654.79",18.70,-6.17,,,,
13-Jun-07," 1,644.33 "," 1,662.83 ","1,653.58",18.50,-1.21,,,,
14-Jun-07," 1,647.69 "," 1,660.57 ","1,654.13",12.88,0.55,,,,
15-Jun-07," 1,645.91 "," 1,658.45 ","1,652.18",12.54,-1.95,,,,
18-Jun-07," 1,637.13 "," 1,652.44 ","1,644.79",15.31,-7.39,,,,
19-Jun-07," 1,628.50 "," 1,642.00 ","1,635.25",13.50,-9.54,,,,
20-Jun-07," 1,606.59 "," 1,630.38 ","1,618.49",23.79,-16.76,,,,
21-Jun-07," 1,598.27 "," 1,627.11 ","1,612.69",28.84,-5.80,,,,
22-Jun-07," 1,604.25 "," 1,627.38 ","1,615.82",23.13,3.13,,,,
25-Jun-07," 1,607.95 "," 1,625.22 ","1,616.59",17.27,0.77,,,,
26-Jun-07," 1,607.48 "," 1,622.17 ","1,614.83",14.69,-1.76,,,,
27-Jun-07," 1,604.78 "," 1,620.69 ","1,612.74",15.91,-2.09,,,,
28-Jun-07," 1,593.97 "," 1,612.73 ","1,603.35",18.76,-9.39,,,,
29-Jun-07," 1,578.86 "," 1,601.40 ","1,590.13",22.54,-13.22,,,,
2-Jul-07," 1,570.99 "," 1,607.29 ","1,589.14",36.30,-0.99,,,,
3-Jul-07," 1,606.19 "," 1,628.25 ","1,617.22",22.06,28.08,,,,
4-Jul-07," 1,603.89 "," 1,626.06 ","1,614.98",22.17,-2.25,,,,
5-Jul-07," 1,606.38 "," 1,628.30 ","1,617.34",21.92,2.37,,,,
6-Jul-07," 1,622.36 "," 1,642.26 ","1,632.31",19.90,14.97,,,,
9-Jul-07," 1,632.42 "," 1,653.26 ","1,642.84",20.84,10.53,,,,
10-Jul-07," 1,641.64 "," 1,656.93 ","1,649.29",15.29,6.44,,,,
11-Jul-07," 1,647.24 "," 1,658.70 ","1,652.97",11.46,3.68,,,,
12-Jul-07," 1,656.15 "," 1,665.35 ","1,660.75",9.20,7.78,,,,
13-Jul-07," 1,666.79 "," 1,678.64 ","1,672.72",11.85,11.97,,,,
16-Jul-07," 1,666.78 "," 1,678.45 ","1,672.62",11.67,-0.10,,,,
17-Jul-07," 1,653.80 "," 1,670.94 ","1,662.37",17.14,-10.25,,,,
18-Jul-07," 1,663.36 "," 1,675.62 ","1,669.49",12.26,7.12,,,,
19-Jul-07," 1,672.47 "," 1,682.29 ","1,677.38",9.82,7.89,,,,
20-Jul-07," 1,674.89 "," 1,689.46 ","1,682.18",14.57,4.80,,,,
23-Jul-07," 1,658.65 "," 1,676.88 ","1,667.77",18.23,-14.41,,,,
24-Jul-07," 1,646.17 "," 1,668.98 ","1,657.58",22.81,-10.19,,,,
25-Jul-07," 1,657.64 "," 1,675.45 ","1,666.55",17.81,8.97,,,,
26-Jul-07," 1,658.94 "," 1,674.55 ","1,666.75",15.61,0.20,,,,
27-Jul-07," 1,659.06 "," 1,678.10 ","1,668.58",19.04,1.84,,, ,
30-Jul-07," 1,655.85 "," 1,665.85 ","1,660.85",10.00,-7.73,,,,
31-Jul-07," 1,656.72 "," 1,666.28 ","1,661.50",9.56,0.65,,,,
1-Aug-07," 1,653.16 "," 1,662.99 ","1,658.08",9.83,-3.42,,,,
2-Aug-07," 1,650.17 "," 1,660.10 ","1,655.14",9.93,-2.94,,,,
3-Aug-07," 1,659.10 "," 1,669.59 ","1,664.35",10.49,9.21,,,,
6-Aug-07," 1,688.33 "," 1,703.98 ","1,696.16",15.65,31.81,,,,
7-Aug-07," 1,711.69 "," 1,723.90 ","1,717.80",12.21,21.64,,,,
8-Aug-07," 1,714.60 "," 1,725.82 ","1,720.21",11.22,2.41,,,,
9-Aug-07," 1,696.35 "," 1,709.35 ","1,702.85",13.00,-17.36,,,,
10-Aug-07," 1,701.68 "," 1,712.47 ","1,707.08",10.79,4.23,,,,
13-Aug-07," 1,698.55 "," 1,709.35 ","1,703.95",10.80,-3.13,,,,
14-Aug-07," 1,698.22 "," 1,708.95 ","1,703.59",10.73,-0.36,,,,
15-Aug-07," 1,709.22 "," 1,719.60 ","1,714.41",10.38,10.82,,,,
16-Aug-07," 1,727.17 "," 1,747.28 ","1,737.23",20.11,22.82,,,,
17-Aug-07," 1,781.71 "," 1,817.39 ","1,799.55",35.68,62.33,,,,
20-Aug-07," 1,781.26 "," 1,808.96 ","1,795.11",27.70,-4.44,,,,
21-Aug-07," 1,753.73 "," 1,778.78 ","1,766.26",25.05,-28.86,,,,
22-Aug-07," 1,753.77 "," 1,776.14 ","1,764.96",22.37,-1.30,,,,
23-Aug-07," 1,757.33 "," 1,778.01 ","1,767.67",20.68,2.72,,,,
24-Aug-07," 1,759.76 "," 1,777.31 ","1,768.54",17.55,0.86,,,,
27-Aug-07," 1,760.67 "," 1,776.75 ","1,768.71",16.08,0.18,,,,
28-Aug-07," 1,761.96 "," 1,775.22 ","1,768.59",13.26,-0.12,,,,
29-Aug-07," 1,787.63 "," 1,818.72 ","1,803.18",31.09,34.59,,,,
30-Aug-07," 1,776.54 "," 1,807.71 ","1,792.13",31.17,-11.05,,,,
31-Aug-07," 1,772.43 "," 1,798.40 ","1,785.42",25.97,-6.71,,,,
3-Sep-07," 1,760.76 "," 1,776.41 ","1,768.59",15.65,-16.83,,,,
4-Sep-07," 1,768.40 "," 1,786.10 ","1,777.25",17.70,8.66,,,,
5-Sep-07," 1,768.45 "," 1,785.76 ","1,777.11",17.31,-0.14,,,,
6-Sep-07," 1,768.55 "," 1,785.66 ","1,777.11",17.11,0.00,,,,
7-Sep-07," 1,766.91 "," 1,782.22 ","1,774.57",15.31,-2.54,,,,
10-Sep-07," 1,765.33 "," 1,778.69 ","1,772.01",13.36,-2.56,,,,
11-Sep-07," 1,769.24 "," 1,780.56 ","1,774.90",11.32,2.89,,,,
12-Sep-07," 1,765.76 "," 1,777.25 ","1,771.51",11.49,-3.39,,,,
13-Sep-07," 1,761.95 "," 1,774.43 ","1,768.19",12.48,-3.32,,,,
14-Sep-07," 1,759.15 "," 1,771.15 ","1,765.15",12.00,-3.04,,,,
17-Sep-07," 1,756.46 "," 1,767.73 ","1,762.10",11.27,-3.06,,,,
18-Sep-07," 1,749.72 "," 1,762.77 ","1,756.25",13.05,-5.85,,,,
19-Sep-07," 1,748.33 "," 1,760.36 ","1,754.35",12.03,-1.90,,,,
20-Sep-07," 1,749.42 "," 1,761.13 ","1,755.28",11.71,0.93,,,,
21-Sep-07," 1,749.50 "," 1,760.78 ","1,755.14",11.28,-0.14,,,,
24-Sep-07," 1,746.86 "," 1,758.73 ","1,752.80",11.87,-2.34,,,,
25-Sep-07," 1,743.74 "," 1,755.83 ","1,749.79",12.09,-3.01,,,,
26-Sep-07," 1,735.81 "," 1,753.21 ","1,744.51",17.40,-5.27,,,,
27-Sep-07," 1,739.79 "," 1,756.13 ","1,747.96",16.34,3.45,,,,
28-Sep-07," 1,744.11 "," 1,760.07 ","1,752.09",15.96,4.13,,,,
1-Oct-07," 1,749.86 "," 1,761.26 ","1,755.56",11.40,3.47,,,,
2-Oct-07," 1,749.81 "," 1,764.13 ","1,756.97",14.32,1.41,,,,
3-Oct-07," 1,748.22 "," 1,761.92 ","1,755.07",13.70,-1.90,,,,
4-Oct-07," 1,748.29 "," 1,761.72 ","1,755.01",13.43,-0.07,,,,
5-Oct-07," 1,743.81 "," 1,757.15 ","1,750.48",13.34,-4.53,,,,
8-Oct-07," 1,760.72 "," 1,774.21 ","1,767.47",13.49,16.99,,,,
10-Oct-07," 1,763.97 "," 1,776.92 ","1,770.45",12.95,2.98,,,,
11-Oct-07," 1,746.26 "," 1,759.55 ","1,752.91",13.29,-17.54,,,,
15-Oct-07," 1,734.76 "," 1,749.85 ","1,742.31",15.09,-10.60,,,,
16-Oct-07," 1,727.40 "," 1,744.49 ","1,735.95",17.09,-6.36,,,,
17-Oct-07," 1,728.79 "," 1,742.01 ","1,735.40",13.22,-0.55,,,,
18-Oct-07," 1,726.66 "," 1,739.33 ","1,733.00",12.67,-2.41,,,,
19-Oct-07," 1,736.93 "," 1,753.06 ","1,745.00",16.13,12.00,,,,
22-Oct-07," 1,742.67 "," 1,756.43 ","1,749.55",13.76,4.56,,,,
23-Oct-07," 1,751.52 "," 1,768.15 ","1,759.84",16.63,10.28,,,,
24-Oct-07," 1,739.57 "," 1,752.89 ","1,746.23",13.32,-13.61,,,,
25-Oct-07," 1,731.47 "," 1,744.65 ","1,738.06",13.18,-8.17,,,,
26-Oct-07," 1,727.42 "," 1,741.64 ","1,734.53",14.22,-3.53,,,,
29-Oct-07," 1,729.37 "," 1,741.25 ","1,735.31",11.88,0.78,,,,
30-Oct-07," 1,730.77 "," 1,741.43 ","1,736.10",10.66,0.79,,,,
31-Oct-07," 1,730.26 "," 1,740.64 ","1,735.45",10.38,-0.65,,,,
1-Nov-07," 1,724.72 "," 1,735.02 ","1,729.87",10.30,-5.58,,,,
2-Nov-07," 1,701.82 "," 1,720.51 ","1,711.17",18.69,-18.71,,,,
5-Nov-07," 1,699.59 "," 1,716.22 ","1,707.91",16.63,-3.26,,,,
6-Nov-07," 1,697.08 "," 1,711.42 ","1,704.25",14.34,-3.65,,,,
7-Nov-07," 1,692.87 "," 1,706.29 ","1,699.58",13.42,-4.67,,,,
8-Nov-07," 1,680.88 "," 1,697.15 ","1,689.02",16.27,-10.56,,,,
9-Nov-07," 1,675.05 "," 1,695.12 ","1,685.09",20.07,-3.93,,,,
12-Nov-07," 1,680.01 "," 1,695.58 ","1,687.80",15.57,2.71,,,,
13-Nov-07," 1,688.78 "," 1,694.36 ","1,691.57",5.58,3.77,,,,
14-Nov-07," 1,683.60 "," 1,695.15 ","1,689.38",11.55,-2.19,,,,
15-Nov-07," 1,687.25 "," 1,698.78 ","1,693.02",11.53,3.64,,,,
16-Nov-07," 1,690.38 "," 1,704.12 ","1,697.25",13.74,4.24,,,,
19-Nov-07," 1,703.42 "," 1,720.45 ","1,711.94",17.03,14.69,,,,
20-Nov-07," 1,697.96 "," 1,713.69 ","1,705.83",15.73,-6.11,,,,
21-Nov-07," 1,701.51 "," 1,720.30 ","1,710.91",18.79,5.08,,,,
26-Nov-07," 1,717.14 "," 1,735.91 ","1,726.53",18.77,15.62,,,,
27-Nov-07," 1,716.62 "," 1,729.52 ","1,723.07",12.90,-3.46,,,,
28-Nov-07," 1,716.84 "," 1,729.35 ","1,723.10",12.51,0.02,,,,
29-Nov-07," 1,722.29 "," 1,735.03 ","1,728.66",12.74,5.57,,,,
30-Nov-07," 1,731.49 "," 1,745.88 ","1,738.69",14.39,10.03,,,,
3-Dec-07," 1,731.03 "," 1,743.83 ","1,737.43",12.80,-1.26,,,,
4-Dec-07," 1,731.49 "," 1,742.52 ","1,737.01",11.03,-0.42,,,,
5-Dec-07," 1,730.72 "," 1,742.35 ","1,736.54",11.63,-0.47,,,,
6-Dec-07," 1,731.30 "," 1,743.06 ","1,737.18",11.76,0.64,,,,
7-Dec-07," 1,730.11 "," 1,741.54 ","1,735.83",11.43,-1.36,,,,
10-Dec-07," 1,720.19 "," 1,731.59 ","1,725.89",11.40,-9.93,,,,
11-Dec-07," 1,703.70 "," 1,716.10 ","1,709.90",12.40,-15.99,,,,
12-Dec-07," 1,696.94 "," 1,710.61 ","1,703.78",13.67,-6.13,,,,
13-Dec-07," 1,691.72 "," 1,703.48 ","1,697.60",11.76,-6.18,,,,
14-Dec-07," 1,684.65 "," 1,699.62 ","1,692.14",14.97,-5.46,,,,
17-Dec-07," 1,698.01 "," 1,710.49 ","1,704.25",12.48,12.12,,,,
18-Dec-07," 1,694.88 "," 1,706.87 ","1,700.88",11.99,-3.38,,,,
20-Dec-07," 1,695.14 "," 1,707.33 ","1,701.24",12.19,0.36,,,,
21-Dec-07," 1,695.02 "," 1,707.31 ","1,701.17",12.29,-0.07,,,,
24-Dec-07," 1,689.91 "," 1,702.29 ","1,696.10",12.38,-5.07,,,,
27-Dec-07," 1,692.49 "," 1,704.53 ","1,698.51",12.04,2.41,,,,
28-Dec-07," 1,688.98 "," 1,703.60 ","1,696.29",14.62,-2.22,,,,
31-Dec-07," 1,690.03 "," 1,704.65 ","1,697.34",14.62,1.05,,,,
2-Jan-08," 1,690.70 "," 1,703.99 ","1,697.35",13.29,0.00,,,,
3-Jan-08," 1,696.59 "," 1,708.59 ","1,702.59",12.00,5.24,,,,
4-Jan-08," 1,697.10 "," 1,708.54 ","1,702.82",11.44,0.23,,,,
7-Jan-08," 1,702.18 "," 1,714.23 ","1,708.21",12.05,5.38,,,,
8-Jan-08," 1,709.46 "," 1,720.34 ","1,714.90",10.88,6.70,,,,
9-Jan-08," 1,706.68 "," 1,718.38 ","1,712.53",11.70,-2.37,,,,
10-Jan-08," 1,705.69 "," 1,717.09 ","1,711.39",11.40,-1.14,,,,
11-Jan-08," 1,702.20 "," 1,713.01 ","1,707.61",10.81,-3.78,,,,
14-Jan-08," 1,703.94 "," 1,714.88 ","1,709.41",10.94,1.81,,,,
15-Jan-08," 1,706.18 "," 1,717.35 ","1,711.77",11.17,2.35,,,,
16-Jan-08," 1,700.02 "," 1,711.70 ","1,705.86",11.68,-5.90,,,,
17-Jan-08," 1,698.53 "," 1,709.71 ","1,704.12",11.18,-1.74,,,,
18-Jan-08," 1,698.48 "," 1,709.13 ","1,703.81",10.65,-0.31,,,,
21-Jan-08," 1,699.09 "," 1,709.49 ","1,704.29",10.40,0.48,,,,
22-Jan-08," 1,703.80 "," 1,714.46 ","1,709.13",10.66,4.84,,,,
23-Jan-08," 1,713.75 "," 1,725.68 ","1,719.72",11.93,10.59,,,,
24-Jan-08," 1,702.68 "," 1,714.38 ","1,708.53",11.70,-11.19,,,,
25-Jan-08," 1,705.78 "," 1,717.17 ","1,711.48",11.39,2.94,,,,
28-Jan-08," 1,708.31 "," 1,719.22 ","1,713.77",10.91,2.29,,,,
29-Jan-08," 1,714.00 "," 1,725.32 ","1,719.66",11.32,5.89,,,,
30-Jan-08," 1,722.02 "," 1,733.84 ","1,727.93",11.82,8.27,,,,
31-Jan-08," 1,720.47 "," 1,731.62 ","1,726.05",11.15,-1.88,,,,
1-Feb-08," 1,716.34 "," 1,727.11 ","1,721.73",10.77,-4.32,,,,
4-Feb-08," 1,711.10 "," 1,721.81 ","1,716.46",10.71,-5.27,,,,
5-Feb-08," 1,706.70 "," 1,717.41 ","1,712.06",10.71,-4.40,,,,
6-Feb-08," 1,707.43 "," 1,717.62 ","1,712.53",10.19,0.47,,,,
7-Feb-08," 1,703.71 "," 1,714.02 ","1,708.87",10.31,-3.66,,,,
8-Feb-08," 1,704.05 "," 1,713.84 ","1,708.95",9.79,0.08,,,,
11-Feb-08," 1,703.31 "," 1,713.52 ","1,708.42",10.21,-0.53,,,,
12-Feb-08," 1,704.90 "," 1,714.70 ","1,709.80",9.80,1.39,,,,
13-Feb-08," 1,705.47 "," 1,714.81 ","1,710.14",9.34,0.34,,,,
14-Feb-08," 1,704.94 "," 1,714.60 ","1,709.77",9.66,-0.37,,,,
15-Feb-08," 1,704.93 "," 1,714.13 ","1,709.53",9.20,-0.24,,,,
18-Feb-08," 1,705.46 "," 1,714.56 ","1,710.01",9.10,0.48,,,,
19-Feb-08," 1,705.06 "," 1,713.13 ","1,709.10",8.07,-0.91,,,,
20-Feb-08," 1,702.97 "," 1,711.54 ","1,707.26",8.57,-1.84,,,,
21-Feb-08," 1,703.16 "," 1,711.68 ","1,707.42",8.52,0.16,,,,
22-Feb-08," 1,703.62 "," 1,711.81 ","1,707.72",8.19,0.29,,,,
25-Feb-08," 1,703.81 "," 1,711.93 ","1,707.87",8.12,0.15,,,,
26-Feb-08," 1,703.79 "," 1,711.63 ","1,707.71",7.84,-0.16,,,,
27-Feb-08," 1,689.43 "," 1,700.16 ","1,694.80",10.73,-12.92,,,,
28-Feb-08," 1,686.68 "," 1,697.62 ","1,692.15",10.94,-2.64,,,,
29-Feb-08," 1,687.05 "," 1,697.31 ","1,692.18",10.26,0.03,,,,
3-Mar-08," 1,680.28 "," 1,691.13 ","1,685.71",10.85,-6.47,,,,
4-Mar-08," 1,679.99 "," 1,689.99 ","1,684.99",10.00,-0.71,,,,
5-Mar-08," 1,673.94 "," 1,685.22 ","1,679.58",11.28,-5.41,,,,
6-Mar-08," 1,665.07 "," 1,675.77 ","1,670.42",10.70,-9.16,,,,
7-Mar-08," 1,663.73 "," 1,673.93 ","1,668.83",10.20,-1.59,,,,
